ano,curso,nota_final,modalidade,situacao
2016,Administração - Bacharelado,663.77,AC/A0,Matriculado
2016,Administração - Bacharelado,652.53,AC/A0,Matriculado
2016,Administração - Bacharelado,651.63,AC/A0,Matriculado
2016,Administração - Bacharelado,651.43,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,645.84,AC/A0,Matriculado
2016,Administração - Bacharelado,629.14,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,619.93,AC/A0,Matriculado
2016,Administração - Bacharelado,619.68,AC/A0,Matriculado
2016,Administração - Bacharelado,619.19,AC/A0,Matriculado
2016,Administração - Bacharelado,617.99,AC/A0,Matriculado
2016,Administração - Bacharelado,616.92,AC/A0,Matriculado
2016,Administração - Bacharelado,614.99,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,614.79,AC/A0,Matriculado
2016,Administração - Bacharelado,613.43,AC/A0,Matriculado
2016,Administração - Bacharelado,613.15,AC/A0,Matriculado
2016,Administração - Bacharelado,609.21,AC/A0,Matriculado
2016,Administração - Bacharelado,609.17,AC/A0,Matriculado
2016,Administração - Bacharelado,606.55,AC/A0,Matriculado
2016,Administração - Bacharelado,606.39,AC/A0,Matriculado
2016,Administração - Bacharelado,606.11,AC/A0,Matriculado
2016,Administração - Bacharelado,605.97,AC/A0,Matriculado
2016,Administração - Bacharelado,604.43,AC/A0,Matriculado
2016,Administração - Bacharelado,603.53,AC/A0,Matriculado
2016,Administração - Bacharelado,596.55,AC/A0,Matriculado
2016,Administração - Bacharelado,595.83,AC/A0,Matriculado
2016,Administração - Bacharelado,588.78,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,586.25,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,580.94,AC/A0,Matriculado
2016,Administração - Bacharelado,579.77,AC/A0,Matriculado
2016,Administração - Bacharelado,577.58,AC/A0,Matriculado
2016,Administração - Bacharelado,576.59,AC/A0,Matriculado
2016,Administração - Bacharelado,575.88,AC/A0,Matriculado
2016,Administração - Bacharelado,574.73,AC/A0,Matriculado
2016,Administração - Bacharelado,570.61,-,Aguardando vaga
2016,Administração - Bacharelado,570.17,L3/L5/LI_EP,Renunciante por não comparecimento (não efetuou a matrícula)
2016,Administração - Bacharelado,569.12,-,Aguardando vaga
2016,Administração - Bacharelado,568.58,-,Aguardando vaga
2016,Administração - Bacharelado,567.24,-,Aguardando vaga
2016,Administração - Bacharelado,566.97,-,Aguardando vaga
2016,Administração - Bacharelado,565.55,-,Aguardando vaga
2016,Administração - Bacharelado,565.33,-,Aguardando vaga
2016,Administração - Bacharelado,564.52,-,Aguardando vaga
2016,Administração - Bacharelado,563.14,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,561.35,-,Aguardando vaga
2016,Administração - Bacharelado,560.62,-,Aguardando vaga
2016,Administração - Bacharelado,560.38,-,Aguardando vaga
2016,Administração - Bacharelado,559.81,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,559.12,-,Aguardando vaga
2016,Administração - Bacharelado,558.37,-,Aguardando vaga
2016,Administração - Bacharelado,557.04,L3/L5/LI_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,553.88,-,Aguardando vaga
2016,Administração - Bacharelado,550.03,-,Aguardando vaga
2016,Administração - Bacharelado,544.71,-,Aguardando vaga
2016,Administração - Bacharelado,543.7,-,Aguardando vaga
2016,Administração - Bacharelado,542.44,-,Aguardando vaga
2016,Administração - Bacharelado,542.04,-,Aguardando vaga
2016,Administração - Bacharelado,541.33,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,540.79,-,Aguardando vaga
2016,Administração - Bacharelado,539.89,-,Aguardando vaga
2016,Administração - Bacharelado,537.99,-,Aguardando vaga
2016,Administração - Bacharelado,537.75,-,Aguardando vaga
2016,Administração - Bacharelado,537.26,-,Aguardando vaga
2016,Administração - Bacharelado,534.94,-,Aguardando vaga
2016,Administração - Bacharelado,534.78,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,534.72,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,534.4,-,Aguardando vaga
2016,Administração - Bacharelado,529.66,-,Aguardando vaga
2016,Administração - Bacharelado,528.75,-,Aguardando vaga
2016,Administração - Bacharelado,527.0,-,Aguardando vaga
2016,Administração - Bacharelado,526.18,-,Aguardando vaga
2016,Administração - Bacharelado,524.18,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,524.13,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,523.75,L3/L5/LI_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,523.68,L1/LB_EP,Lotado em vaga
2016,Administração - Bacharelado,523.54,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,523.42,-,Aguardando vaga
2016,Administração - Bacharelado,523.24,-,Aguardando vaga
2016,Administração - Bacharelado,523.02,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,521.02,-,Aguardando vaga
2016,Administração - Bacharelado,519.9,-,Aguardando vaga
2016,Administração - Bacharelado,519.9,-,Aguardando vaga
2016,Administração - Bacharelado,519.69,-,Aguardando vaga
2016,Administração - Bacharelado,519.65,-,Aguardando vaga
2016,Administração - Bacharelado,519.6,-,Aguardando vaga
2016,Administração - Bacharelado,519.22,-,Aguardando vaga
2016,Administração - Bacharelado,518.55,-,Aguardando vaga
2016,Administração - Bacharelado,518.01,L3/L5/LI_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,517.76,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,516.62,-,Aguardando vaga
2016,Administração - Bacharelado,516.58,-,Aguardando vaga
2016,Administração - Bacharelado,516.31,-,Aguardando vaga
2016,Administração - Bacharelado,515.18,-,Aguardando vaga
2016,Administração - Bacharelado,513.25,-,Aguardando vaga
2016,Administração - Bacharelado,511.87,-,Aguardando vaga
2016,Administração - Bacharelado,509.55,-,Aguardando vaga
2016,Administração - Bacharelado,506.16,-,Aguardando vaga
2016,Administração - Bacharelado,505.61,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,505.26,-,Aguardando vaga
2016,Administração - Bacharelado,504.64,-,Aguardando vaga
2016,Administração - Bacharelado,504.02,-,Aguardando vaga
2016,Administração - Bacharelado,500.07,-,Aguardando vaga
2016,Administração - Bacharelado,498.74,-,Aguardando vaga
2016,Administração - Bacharelado,497.62,-,Aguardando vaga
2016,Administração - Bacharelado,495.84,-,Aguardando vaga
2016,Administração - Bacharelado,495.53,-,Aguardando vaga
2016,Administração - Bacharelado,494.37,-,Aguardando vaga
2016,Administração - Bacharelado,494.31,-,Aguardando vaga
2016,Administração - Bacharelado,494.17,L1/LB_EP,Renunciante por não comparecimento (não efetuou a matrícula)
2016,Administração - Bacharelado,493.76,-,Aguardando vaga
2016,Administração - Bacharelado,493.74,-,Aguardando vaga
2016,Administração - Bacharelado,490.69,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,490.32,-,Aguardando vaga
2016,Administração - Bacharelado,490.19,-,Aguardando vaga
2016,Administração - Bacharelado,489.77,-,Aguardando vaga
2016,Administração - Bacharelado,486.79,-,Aguardando vaga
2016,Administração - Bacharelado,483.71,-,Aguardando vaga
2016,Administração - Bacharelado,483.3,-,Aguardando vaga
2016,Administração - Bacharelado,482.68,-,Aguardando vaga
2016,Administração - Bacharelado,481.87,-,Aguardando vaga
2016,Administração - Bacharelado,479.97,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,479.79,-,Aguardando vaga
2016,Administração - Bacharelado,479.55,-,Aguardando vaga
2016,Administração - Bacharelado,479.53,-,Aguardando vaga
2016,Administração - Bacharelado,479.12,L3/L5/LI_EP,Renunciante por não comparecimento (não efetuou a matrícula)
2016,Administração - Bacharelado,479.03,-,Aguardando vaga
2016,Administração - Bacharelado,477.74,-,Aguardando vaga
2016,Administração - Bacharelado,477.4,-,Aguardando vaga
2016,Administração - Bacharelado,476.92,-,Aguardando vaga
2016,Administração - Bacharelado,476.81,-,Aguardando vaga
2016,Administração - Bacharelado,476.12,-,Aguardando vaga
2016,Administração - Bacharelado,476.1,-,Aguardando vaga
2016,Administração - Bacharelado,476.03,-,Aguardando vaga
2016,Administração - Bacharelado,474.99,-,Aguardando vaga
2016,Administração - Bacharelado,474.29,-,Aguardando vaga
2016,Administração - Bacharelado,474.23,-,Aguardando vaga
2016,Administração - Bacharelado,474.1,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,472.66,-,Aguardando vaga
2016,Administração - Bacharelado,472.51,-,Aguardando vaga
2016,Administração - Bacharelado,472.46,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,472.09,-,Aguardando vaga
2016,Administração - Bacharelado,472.03,-,Aguardando vaga
2016,Administração - Bacharelado,471.64,-,Aguardando vaga
2016,Administração - Bacharelado,470.27,-,Aguardando vaga
2016,Administração - Bacharelado,470.1,-,Aguardando vaga
2016,Administração - Bacharelado,469.59,-,Aguardando vaga
2016,Administração - Bacharelado,469.06,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,467.94,-,Aguardando vaga
2016,Administração - Bacharelado,467.85,-,Aguardando vaga
2016,Administração - Bacharelado,467.64,-,Aguardando vaga
2016,Administração - Bacharelado,465.17,L3/L5/LI_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,464.64,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,463.96,-,Aguardando vaga
2016,Administração - Bacharelado,461.8,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,461.66,L3/L5/LI_EP,Renunciante por não comparecimento (não efetuou a matrícula)
2016,Administração - Bacharelado,461.46,L3/L5/LI_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,460.52,-,Aguardando vaga
2016,Administração - Bacharelado,459.78,-,Aguardando vaga
2016,Administração - Bacharelado,459.71,-,Aguardando vaga
2016,Administração - Bacharelado,458.84,L2/LB_PPI,Matriculado
2016,Administração - Bacharelado,458.12,-,Aguardando vaga
2016,Administração - Bacharelado,455.23,-,Aguardando vaga
2016,Administração - Bacharelado,454.97,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,454.43,-,Aguardando vaga
2016,Administração - Bacharelado,453.33,L4/L6/LI_PPI,Matriculado
2016,Administração - Bacharelado,453.27,-,Aguardando vaga
2016,Administração - Bacharelado,452.61,-,Aguardando vaga
2016,Administração - Bacharelado,451.46,-,Aguardando vaga
2016,Administração - Bacharelado,451.32,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,451.28,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,450.98,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,449.72,-,Aguardando vaga
2016,Administração - Bacharelado,448.53,-,Aguardando vaga
2016,Administração - Bacharelado,446.71,-,Aguardando vaga
2016,Administração - Bacharelado,446.6,-,Aguardando vaga
2016,Administração - Bacharelado,444.42,-,Aguardando vaga
2016,Administração - Bacharelado,444.16,-,Aguardando vaga
2016,Administração - Bacharelado,443.89,-,Aguardando vaga
2016,Administração - Bacharelado,443.58,-,Aguardando vaga
2016,Administração - Bacharelado,443.48,-,Aguardando vaga
2016,Administração - Bacharelado,443.16,-,Aguardando vaga
2016,Administração - Bacharelado,442.42,-,Aguardando vaga
2016,Administração - Bacharelado,441.37,-,Aguardando vaga
2016,Administração - Bacharelado,441.02,-,Aguardando vaga
2016,Administração - Bacharelado,440.48,-,Aguardando vaga
2016,Administração - Bacharelado,439.76,-,Aguardando vaga
2016,Administração - Bacharelado,439.68,-,Aguardando vaga
2016,Administração - Bacharelado,437.87,L4/L6/LI_PPI,Renunciante por não comparecimento (não efetuou a matrícula)
2016,Administração - Bacharelado,437.07,-,Aguardando vaga
2016,Administração - Bacharelado,436.42,L2/LB_PPI,Matriculado
2016,Administração - Bacharelado,435.89,-,Aguardando vaga
2016,Administração - Bacharelado,435.57,L4/L6/LI_PPI,Matriculado
2016,Administração - Bacharelado,434.84,-,Aguardando vaga
2016,Administração - Bacharelado,434.56,L4/L6/LI_PPI,Matriculado
2016,Administração - Bacharelado,433.25,-,Aguardando vaga
2016,Administração - Bacharelado,431.38,L2/LB_PPI,Matriculado
2016,Administração - Bacharelado,430.41,-,Aguardando vaga
2016,Administração - Bacharelado,430.34,-,Aguardando vaga
2016,Administração - Bacharelado,429.77,-,Aguardando vaga
2016,Administração - Bacharelado,428.69,-,Aguardando vaga
2016,Administração - Bacharelado,428.3,-,Aguardando vaga
2016,Administração - Bacharelado,427.2,-,Aguardando vaga
2016,Administração - Bacharelado,426.52,-,Aguardando vaga
2016,Administração - Bacharelado,426.42,-,Aguardando vaga
2016,Administração - Bacharelado,425.42,-,Aguardando vaga
2016,Administração - Bacharelado,424.15,L2/LB_PPI,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,421.64,-,Aguardando vaga
2016,Administração - Bacharelado,419.25,-,Aguardando vaga
2016,Administração - Bacharelado,418.75,L2/LB_PPI,Renunciante por não comparecimento (não efetuou a matrícula)
2016,Administração - Bacharelado,418.49,-,Aguardando vaga
2016,Administração - Bacharelado,417.08,-,Aguardando vaga
2016,Administração - Bacharelado,416.58,-,Aguardando vaga
2016,Administração - Bacharelado,416.01,-,Aguardando vaga
2016,Administração - Bacharelado,412.8,-,Aguardando vaga
2016,Administração - Bacharelado,402.94,L4/L6/LI_PPI,Matriculado
2016,Administração - Bacharelado,374.39,-,Aguardando vaga
2016,Administração - Bacharelado,652.7,AC/A0,Matriculado
2016,Administração - Bacharelado,636.87,AC/A0,Matriculado
2016,Administração - Bacharelado,619.74,AC/A0,Matriculado
2016,Administração - Bacharelado,617.54,AC/A0,Matriculado
2016,Administração - Bacharelado,613.26,AC/A0,Matriculado
2016,Administração - Bacharelado,610.2,AC/A0,Matriculado
2016,Administração - Bacharelado,608.18,AC/A0,Matriculado
2016,Administração - Bacharelado,603.48,AC/A0,Matriculado
2016,Administração - Bacharelado,597.88,AC/A0,Matriculado
2016,Administração - Bacharelado,597.84,AC/A0,Matriculado
2016,Administração - Bacharelado,596.09,AC/A0,Matriculado
2016,Administração - Bacharelado,594.46,AC/A0,Matriculado
2016,Administração - Bacharelado,593.97,AC/A0,Matriculado
2016,Administração - Bacharelado,593.32,AC/A0,Matriculado
2016,Administração - Bacharelado,592.91,AC/A0,Matriculado
2016,Administração - Bacharelado,590.12,AC/A0,Matriculado
2016,Administração - Bacharelado,588.79,AC/A0,Matriculado
2016,Administração - Bacharelado,587.95,AC/A0,Matriculado
2016,Administração - Bacharelado,587.07,AC/A0,Matriculado
2016,Administração - Bacharelado,586.52,AC/A0,Matriculado
2016,Administração - Bacharelado,582.48,AC/A0,Matriculado
2016,Administração - Bacharelado,581.97,AC/A0,Matriculado
2016,Administração - Bacharelado,581.64,AC/A0,Matriculado
2016,Administração - Bacharelado,579.63,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,578.59,AC/A0,Matriculado
2016,Administração - Bacharelado,577.46,AC/A0,Matriculado
2016,Administração - Bacharelado,576.1,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,575.56,AC/A0,Matriculado
2016,Administração - Bacharelado,575.23,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,574.2,AC/A0,Matriculado
2016,Administração - Bacharelado,573.88,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,571.57,AC/A0,Matriculado
2016,Administração - Bacharelado,570.43,AC/A0,Matriculado
2016,Administração - Bacharelado,569.94,AC/A0,Matriculado
2016,Administração - Bacharelado,569.33,AC/A0,Matriculado
2016,Administração - Bacharelado,568.1,AC/A0,Matriculado
2016,Administração - Bacharelado,567.86,AC/A0,Matriculado
2016,Administração - Bacharelado,567.04,AC/A0,Matriculado
2016,Administração - Bacharelado,565.51,AC/A0,Renunciante por não comparecimento (não efetuou a matrícula)
2016,Administração - Bacharelado,564.98,AC/A0,Matriculado
2016,Administração - Bacharelado,564.7,AC/A0,Matriculado
2016,Administração - Bacharelado,564.51,AC/A0,Renunciante por não comparecimento (não efetuou a matrícula)
2016,Administração - Bacharelado,564.39,AC/A0,Matriculado
2016,Administração - Bacharelado,563.55,AC/A0,Matriculado
2016,Administração - Bacharelado,563.51,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,562.91,AC/A0,Matriculado
2016,Administração - Bacharelado,562.89,AC/A0,Matriculado
2016,Administração - Bacharelado,562.87,AC/A0,Matriculado
2016,Administração - Bacharelado,562.64,AC/A0,Matriculado
2016,Administração - Bacharelado,562.55,AC/A0,Matriculado
2016,Administração - Bacharelado,561.96,AC/A0,Matriculado
2016,Administração - Bacharelado,561.82,AC/A0,Matriculado
2016,Administração - Bacharelado,561.66,AC/A0,Matriculado
2016,Administração - Bacharelado,561.48,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,561.05,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,559.81,AC/A0,Matriculado
2016,Administração - Bacharelado,559.67,AC/A0,Matriculado
2016,Administração - Bacharelado,559.36,AC/A0,Matriculado
2016,Administração - Bacharelado,558.93,AC/A0,Matriculado
2016,Administração - Bacharelado,558.78,L3/L5/LI_EP,Renunciante por não comparecimento (não efetuou a matrícula)
2016,Administração - Bacharelado,558.62,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,556.29,AC/A0,Matriculado
2016,Administração - Bacharelado,556.23,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,555.95,AC/A0,Matriculado
2016,Administração - Bacharelado,554.8,AC/A0,Matriculado
2016,Administração - Bacharelado,554.52,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,553.67,AC/A0,Matriculado
2016,Administração - Bacharelado,552.31,AC/A0,Matriculado
2016,Administração - Bacharelado,552.09,AC/A0,Matriculado
2016,Administração - Bacharelado,550.6,-,Aguardando vaga
2016,Administração - Bacharelado,549.5,-,Aguardando vaga
2016,Administração - Bacharelado,548.83,L4/L6/LI_PPI,Matriculado
2016,Administração - Bacharelado,547.46,L1/LB_EP,Renunciante por não comparecimento (não efetuou a matrícula)
2016,Administração - Bacharelado,547.02,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,546.88,-,Aguardando vaga
2016,Administração - Bacharelado,545.76,-,Aguardando vaga
2016,Administração - Bacharelado,545.26,-,Aguardando vaga
2016,Administração - Bacharelado,544.64,-,Aguardando vaga
2016,Administração - Bacharelado,544.63,-,Aguardando vaga
2016,Administração - Bacharelado,543.68,-,Aguardando vaga
2016,Administração - Bacharelado,542.22,-,Aguardando vaga
2016,Administração - Bacharelado,540.5,-,Aguardando vaga
2016,Administração - Bacharelado,539.83,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,537.44,-,Aguardando vaga
2016,Administração - Bacharelado,536.14,-,Aguardando vaga
2016,Administração - Bacharelado,534.86,-,Aguardando vaga
2016,Administração - Bacharelado,534.75,-,Aguardando vaga
2016,Administração - Bacharelado,532.53,-,Aguardando vaga
2016,Administração - Bacharelado,532.1,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,532.04,-,Aguardando vaga
2016,Administração - Bacharelado,531.1,-,Aguardando vaga
2016,Administração - Bacharelado,530.88,-,Aguardando vaga
2016,Administração - Bacharelado,530.36,-,Aguardando vaga
2016,Administração - Bacharelado,530.11,-,Aguardando vaga
2016,Administração - Bacharelado,529.66,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,529.35,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,528.38,-,Aguardando vaga
2016,Administração - Bacharelado,527.78,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,527.66,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,527.17,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,526.66,-,Aguardando vaga
2016,Administração - Bacharelado,525.32,-,Aguardando vaga
2016,Administração - Bacharelado,525.26,-,Aguardando vaga
2016,Administração - Bacharelado,524.88,-,Aguardando vaga
2016,Administração - Bacharelado,524.85,-,Aguardando vaga
2016,Administração - Bacharelado,524.02,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,522.79,-,Aguardando vaga
2016,Administração - Bacharelado,522.59,-,Aguardando vaga
2016,Administração - Bacharelado,522.18,-,Aguardando vaga
2016,Administração - Bacharelado,520.69,-,Aguardando vaga
2016,Administração - Bacharelado,520.4,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,520.28,L4/L6/LI_PPI,Matriculado
2016,Administração - Bacharelado,519.92,-,Aguardando vaga
2016,Administração - Bacharelado,519.81,-,Aguardando vaga
2016,Administração - Bacharelado,518.9,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,518.51,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,517.84,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,517.22,-,Aguardando vaga
2016,Administração - Bacharelado,516.7,-,Aguardando vaga
2016,Administração - Bacharelado,516.63,-,Aguardando vaga
2016,Administração - Bacharelado,516.43,-,Aguardando vaga
2016,Administração - Bacharelado,515.24,-,Aguardando vaga
2016,Administração - Bacharelado,515.22,-,Aguardando vaga
2016,Administração - Bacharelado,515.04,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,514.63,-,Aguardando vaga
2016,Administração - Bacharelado,514.58,-,Aguardando vaga
2016,Administração - Bacharelado,514.56,L3/L5/LI_EP,Matriculado
2016,Administração - Bacharelado,513.58,-,Aguardando vaga
2016,Administração - Bacharelado,512.82,-,Aguardando vaga
2016,Administração - Bacharelado,512.72,-,Aguardando vaga
2016,Administração - Bacharelado,510.89,-,Aguardando vaga
2016,Administração - Bacharelado,509.39,-,Aguardando vaga
2016,Administração - Bacharelado,508.91,L1/LB_EP,Renunciante por não comparecimento (não efetuou a matrícula)
2016,Administração - Bacharelado,508.63,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,508.57,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,507.79,-,Aguardando vaga
2016,Administração - Bacharelado,507.39,-,Aguardando vaga
2016,Administração - Bacharelado,507.23,-,Aguardando vaga
2016,Administração - Bacharelado,506.82,-,Aguardando vaga
2016,Administração - Bacharelado,506.66,-,Aguardando vaga
2016,Administração - Bacharelado,506.42,-,Aguardando vaga
2016,Administração - Bacharelado,505.48,-,Aguardando vaga
2016,Administração - Bacharelado,505.36,-,Aguardando vaga
2016,Administração - Bacharelado,504.55,-,Aguardando vaga
2016,Administração - Bacharelado,503.7,-,Aguardando vaga
2016,Administração - Bacharelado,503.63,-,Aguardando vaga
2016,Administração - Bacharelado,503.44,-,Aguardando vaga
2016,Administração - Bacharelado,503.36,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,502.14,-,Aguardando vaga
2016,Administração - Bacharelado,501.8,-,Aguardando vaga
2016,Administração - Bacharelado,501.77,-,Aguardando vaga
2016,Administração - Bacharelado,501.64,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,501.3,-,Aguardando vaga
2016,Administração - Bacharelado,501.2,-,Aguardando vaga
2016,Administração - Bacharelado,501.11,-,Aguardando vaga
2016,Administração - Bacharelado,500.39,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,499.7,-,Aguardando vaga
2016,Administração - Bacharelado,499.18,-,Aguardando vaga
2016,Administração - Bacharelado,499.02,-,Aguardando vaga
2016,Administração - Bacharelado,498.44,-,Aguardando vaga
2016,Administração - Bacharelado,497.86,-,Aguardando vaga
2016,Administração - Bacharelado,496.48,-,Aguardando vaga
2016,Administração - Bacharelado,495.8,-,Aguardando vaga
2016,Administração - Bacharelado,495.5,-,Aguardando vaga
2016,Administração - Bacharelado,494.12,-,Aguardando vaga
2016,Administração - Bacharelado,493.62,-,Aguardando vaga
2016,Administração - Bacharelado,493.5,L1/LB_EP,Renunciante por não comparecimento (não efetuou a matrícula)
2016,Administração - Bacharelado,493.12,-,Aguardando vaga
2016,Administração - Bacharelado,492.81,-,Aguardando vaga
2016,Administração - Bacharelado,492.79,-,Aguardando vaga
2016,Administração - Bacharelado,492.4,-,Aguardando vaga
2016,Administração - Bacharelado,492.37,-,Aguardando vaga
2016,Administração - Bacharelado,492.08,L4/L6/LI_PPI,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,491.87,-,Aguardando vaga
2016,Administração - Bacharelado,491.61,-,Aguardando vaga
2016,Administração - Bacharelado,491.44,-,Aguardando vaga
2016,Administração - Bacharelado,490.86,-,Aguardando vaga
2016,Administração - Bacharelado,490.74,-,Aguardando vaga
2016,Administração - Bacharelado,489.92,-,Aguardando vaga
2016,Administração - Bacharelado,488.94,-,Aguardando vaga
2016,Administração - Bacharelado,488.93,-,Aguardando vaga
2016,Administração - Bacharelado,488.44,-,Aguardando vaga
2016,Administração - Bacharelado,488.4,-,Aguardando vaga
2016,Administração - Bacharelado,487.68,-,Aguardando vaga
2016,Administração - Bacharelado,487.39,-,Aguardando vaga
2016,Administração - Bacharelado,486.62,-,Aguardando vaga
2016,Administração - Bacharelado,486.59,-,Aguardando vaga
2016,Administração - Bacharelado,486.35,-,Aguardando vaga
2016,Administração - Bacharelado,485.84,-,Aguardando vaga
2016,Administração - Bacharelado,485.77,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,485.17,-,Aguardando vaga
2016,Administração - Bacharelado,484.9,-,Aguardando vaga
2016,Administração - Bacharelado,484.88,-,Aguardando vaga
2016,Administração - Bacharelado,484.25,-,Aguardando vaga
2016,Administração - Bacharelado,484.18,-,Aguardando vaga
2016,Administração - Bacharelado,484.01,-,Aguardando vaga
2016,Administração - Bacharelado,483.7,-,Aguardando vaga
2016,Administração - Bacharelado,482.96,-,Aguardando vaga
2016,Administração - Bacharelado,482.91,-,Aguardando vaga
2016,Administração - Bacharelado,482.56,-,Aguardando vaga
2016,Administração - Bacharelado,482.46,-,Aguardando vaga
2016,Administração - Bacharelado,482.37,-,Aguardando vaga
2016,Administração - Bacharelado,482.33,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,481.3,-,Aguardando vaga
2016,Administração - Bacharelado,481.11,-,Aguardando vaga
2016,Administração - Bacharelado,480.89,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,480.81,L2/LB_PPI,Matriculado
2016,Administração - Bacharelado,480.69,-,Aguardando vaga
2016,Administração - Bacharelado,480.34,-,Aguardando vaga
2016,Administração - Bacharelado,479.86,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,479.2,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,479.17,-,Aguardando vaga
2016,Administração - Bacharelado,478.93,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,478.89,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2016,Administração - Bacharelado,478.62,-,Aguardando vaga
2016,Administração - Bacharelado,478.38,-,Aguardando vaga
2016,Administração - Bacharelado,477.86,-,Aguardando vaga
2016,Administração - Bacharelado,477.68,L1/LB_EP,Matriculado
2016,Administração - Bacharelado,477.6,-,Aguardando vaga
2016,Administração - Bacharelado,477.53,-,Aguardando vaga
2016,Administração - Bacharelado,476.66,L4/L6/LI_PPI,Matriculado
