ano,curso,nota_final,modalidade,situacao
2017,Administração - Bacharelado,486.12,L2/LB_PPI,Matriculado
2017,Administração - Bacharelado,485.94,-,Aguardando vaga
2017,Administração - Bacharelado,485.5,-,Aguardando vaga
2017,Administração - Bacharelado,484.88,-,Aguardando vaga
2017,Administração - Bacharelado,484.44,-,Aguardando vaga
2017,Administração - Bacharelado,484.42,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,484.38,-,Aguardando vaga
2017,Administração - Bacharelado,484.35,-,Aguardando vaga
2017,Administração - Bacharelado,483.87,-,Aguardando vaga
2017,Administração - Bacharelado,482.27,-,Aguardando vaga
2017,Administração - Bacharelado,481.95,-,Aguardando vaga
2017,Administração - Bacharelado,481.64,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,481.58,-,Aguardando vaga
2017,Administração - Bacharelado,480.89,-,Aguardando vaga
2017,Administração - Bacharelado,480.48,-,Aguardando vaga
2017,Administração - Bacharelado,480.45,-,Aguardando vaga
2017,Administração - Bacharelado,480.07,-,Aguardando vaga
2017,Administração - Bacharelado,479.79,-,Aguardando vaga
2017,Administração - Bacharelado,479.39,L1/LB_EP,Renunciante por não homologado (não passou no processo de avaliação)
2017,Administração - Bacharelado,479.35,L2/LB_PPI,Matriculado
2017,Administração - Bacharelado,477.93,-,Aguardando vaga
2017,Administração - Bacharelado,476.52,-,Aguardando vaga
2017,Administração - Bacharelado,476.5,-,Aguardando vaga
2017,Administração - Bacharelado,475.61,-,Aguardando vaga
2017,Administração - Bacharelado,474.7,-,Aguardando vaga
2017,Administração - Bacharelado,474.34,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,474.19,L2/LB_PPI,Renunciante por não homologado (não passou no processo de avaliação)
2017,Administração - Bacharelado,473.95,-,Aguardando vaga
2017,Administração - Bacharelado,473.68,-,Aguardando vaga
2017,Administração - Bacharelado,473.13,-,Aguardando vaga
2017,Administração - Bacharelado,472.75,-,Aguardando vaga
2017,Administração - Bacharelado,472.18,-,Aguardando vaga
2017,Administração - Bacharelado,471.38,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,471.32,-,Aguardando vaga
2017,Administração - Bacharelado,471.29,-,Aguardando vaga
2017,Administração - Bacharelado,470.88,-,Aguardando vaga
2017,Administração - Bacharelado,470.77,-,Aguardando vaga
2017,Administração - Bacharelado,469.05,L2/LB_PPI,Matriculado
2017,Administração - Bacharelado,469.0,-,Aguardando vaga
2017,Administração - Bacharelado,468.16,-,Aguardando vaga
2017,Administração - Bacharelado,468.13,-,Aguardando vaga
2017,Administração - Bacharelado,467.85,-,Aguardando vaga
2017,Administração - Bacharelado,467.03,-,Aguardando vaga
2017,Administração - Bacharelado,466.09,-,Aguardando vaga
2017,Administração - Bacharelado,465.99,-,Aguardando vaga
2017,Administração - Bacharelado,465.98,L1/LB_EP,Renunciante por não comparecimento (não efetuou a matrícula)
2017,Administração - Bacharelado,465.09,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,464.95,-,Aguardando vaga
2017,Administração - Bacharelado,464.9,-,Aguardando vaga
2017,Administração - Bacharelado,464.48,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,464.41,-,Aguardando vaga
2017,Administração - Bacharelado,464.26,-,Aguardando vaga
2017,Administração - Bacharelado,463.88,-,Aguardando vaga
2017,Administração - Bacharelado,463.63,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,463.19,-,Aguardando vaga
2017,Administração - Bacharelado,463.17,-,Aguardando vaga
2017,Administração - Bacharelado,462.73,-,Aguardando vaga
2017,Administração - Bacharelado,462.46,-,Aguardando vaga
2017,Administração - Bacharelado,461.33,L2/LB_PPI,Matriculado
2017,Administração - Bacharelado,461.31,L1/LB_EP,Renunciante por não comparecimento (não efetuou a matrícula)
2017,Administração - Bacharelado,461.04,-,Aguardando vaga
2017,Administração - Bacharelado,460.79,-,Aguardando vaga
2017,Administração - Bacharelado,459.59,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,458.93,-,Aguardando vaga
2017,Administração - Bacharelado,458.73,-,Aguardando vaga
2017,Administração - Bacharelado,458.1,-,Aguardando vaga
2017,Administração - Bacharelado,457.48,L4/L6/LI_PPI,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,457.43,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,457.3,L2/LB_PPI,Matriculado
2017,Administração - Bacharelado,456.91,-,Aguardando vaga
2017,Administração - Bacharelado,456.66,-,Aguardando vaga
2017,Administração - Bacharelado,456.33,-,Aguardando vaga
2017,Administração - Bacharelado,456.3,-,Aguardando vaga
2017,Administração - Bacharelado,456.14,-,Aguardando vaga
2017,Administração - Bacharelado,455.52,-,Aguardando vaga
2017,Administração - Bacharelado,455.51,L2/LB_PPI,Matriculado
2017,Administração - Bacharelado,454.04,-,Aguardando vaga
2017,Administração - Bacharelado,453.73,-,Aguardando vaga
2017,Administração - Bacharelado,453.51,-,Aguardando vaga
2017,Administração - Bacharelado,453.21,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,453.02,L1/LB_EP,Renunciante por não homologado (não passou no processo de avaliação)
2017,Administração - Bacharelado,452.79,-,Aguardando vaga
2017,Administração - Bacharelado,452.21,-,Aguardando vaga
2017,Administração - Bacharelado,451.71,L2/LB_PPI,Matriculado
2017,Administração - Bacharelado,450.9,-,Aguardando vaga
2017,Administração - Bacharelado,450.8,L1/LB_EP,Renunciante por não comparecimento (não efetuou a matrícula)
2017,Administração - Bacharelado,450.77,-,Aguardando vaga
2017,Administração - Bacharelado,450.61,-,Aguardando vaga
2017,Administração - Bacharelado,450.43,-,Aguardando vaga
2017,Administração - Bacharelado,450.38,-,Aguardando vaga
2017,Administração - Bacharelado,449.92,L2/LB_PPI,Lotado em vaga
2017,Administração - Bacharelado,449.68,-,Aguardando vaga
2017,Administração - Bacharelado,448.14,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,447.37,-,Aguardando vaga
2017,Administração - Bacharelado,446.82,-,Aguardando vaga
2017,Administração - Bacharelado,445.2,-,Aguardando vaga
2017,Administração - Bacharelado,444.9,-,Aguardando vaga
2017,Administração - Bacharelado,444.85,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,444.84,-,Aguardando vaga
2017,Administração - Bacharelado,444.81,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,444.24,-,Aguardando vaga
2017,Administração - Bacharelado,443.9,-,Aguardando vaga
2017,Administração - Bacharelado,443.87,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,443.86,-,Aguardando vaga
2017,Administração - Bacharelado,443.81,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,442.62,-,Aguardando vaga
2017,Administração - Bacharelado,442.37,-,Aguardando vaga
2017,Administração - Bacharelado,442.29,-,Aguardando vaga
2017,Administração - Bacharelado,441.81,-,Aguardando vaga
2017,Administração - Bacharelado,441.09,-,Aguardando vaga
2017,Administração - Bacharelado,440.23,-,Aguardando vaga
2017,Administração - Bacharelado,439.51,-,Aguardando vaga
2017,Administração - Bacharelado,439.19,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,439.02,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,438.16,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,437.67,-,Aguardando vaga
2017,Administração - Bacharelado,437.61,-,Aguardando vaga
2017,Administração - Bacharelado,437.58,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,437.39,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,437.33,-,Aguardando vaga
2017,Administração - Bacharelado,437.13,-,Aguardando vaga
2017,Administração - Bacharelado,436.47,-,Aguardando vaga
2017,Administração - Bacharelado,436.07,-,Aguardando vaga
2017,Administração - Bacharelado,435.7,-,Aguardando vaga
2017,Administração - Bacharelado,435.25,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,434.88,-,Aguardando vaga
2017,Administração - Bacharelado,434.77,-,Aguardando vaga
2017,Administração - Bacharelado,433.74,-,Aguardando vaga
2017,Administração - Bacharelado,433.51,-,Aguardando vaga
2017,Administração - Bacharelado,433.22,-,Aguardando vaga
2017,Administração - Bacharelado,433.17,L2/LB_PPI,Matriculado
2017,Administração - Bacharelado,432.61,-,Aguardando vaga
2017,Administração - Bacharelado,432.29,L2/LB_PPI,Renunciante por não comparecimento (não efetuou a matrícula)
2017,Administração - Bacharelado,431.98,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,431.82,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,431.62,-,Aguardando vaga
2017,Administração - Bacharelado,431.5,-,Aguardando vaga
2017,Administração - Bacharelado,431.35,-,Aguardando vaga
2017,Administração - Bacharelado,430.0,-,Aguardando vaga
2017,Administração - Bacharelado,429.68,-,Aguardando vaga
2017,Administração - Bacharelado,429.67,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,429.13,-,Aguardando vaga
2017,Administração - Bacharelado,428.0,-,Aguardando vaga
2017,Administração - Bacharelado,426.96,-,Aguardando vaga
2017,Administração - Bacharelado,426.9,-,Aguardando vaga
2017,Administração - Bacharelado,426.81,-,Aguardando vaga
2017,Administração - Bacharelado,426.16,L2/LB_PPI,Lotado em vaga
2017,Administração - Bacharelado,425.01,-,Aguardando vaga
2017,Administração - Bacharelado,423.5,-,Aguardando vaga
2017,Administração - Bacharelado,423.45,-,Aguardando vaga
2017,Administração - Bacharelado,422.84,L2/LB_PPI,Matriculado
2017,Administração - Bacharelado,422.82,-,Aguardando vaga
2017,Administração - Bacharelado,422.82,-,Aguardando vaga
2017,Administração - Bacharelado,422.59,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,422.43,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,421.85,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,421.75,-,Aguardando vaga
2017,Administração - Bacharelado,421.23,-,Aguardando vaga
2017,Administração - Bacharelado,420.69,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,420.33,-,Aguardando vaga
2017,Administração - Bacharelado,419.42,-,Aguardando vaga
2017,Administração - Bacharelado,419.35,-,Aguardando vaga
2017,Administração - Bacharelado,418.6,-,Aguardando vaga
2017,Administração - Bacharelado,418.29,-,Aguardando vaga
2017,Administração - Bacharelado,418.16,-,Aguardando vaga
2017,Administração - Bacharelado,417.91,-,Aguardando vaga
2017,Administração - Bacharelado,417.13,-,Aguardando vaga
2017,Administração - Bacharelado,415.08,-,Aguardando vaga
2017,Administração - Bacharelado,414.03,-,Aguardando vaga
2017,Administração - Bacharelado,411.8,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,410.9,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,409.52,L4/L6/LI_PPI,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,408.43,-,Aguardando vaga
2017,Administração - Bacharelado,408.1,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,407.29,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,406.88,-,Aguardando vaga
2017,Administração - Bacharelado,405.82,-,Aguardando vaga
2017,Administração - Bacharelado,405.24,-,Aguardando vaga
2017,Administração - Bacharelado,403.09,L4/L6/LI_PPI,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,403.0,-,Aguardando vaga
2017,Administração - Bacharelado,402.34,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,650.84,AC/A0,Matriculado
2017,Administração - Bacharelado,612.05,AC/A0,Matriculado
2017,Administração - Bacharelado,602.44,AC/A0,Matriculado
2017,Administração - Bacharelado,593.1,AC/A0,Matriculado
2017,Administração - Bacharelado,588.37,AC/A0,Matriculado
2017,Administração - Bacharelado,587.78,AC/A0,Matriculado
2017,Administração - Bacharelado,585.16,AC/A0,Matriculado
2017,Administração - Bacharelado,569.13,AC/A0,Matriculado
2017,Administração - Bacharelado,558.85,AC/A0,Matriculado
2017,Administração - Bacharelado,558.12,AC/A0,Matriculado
2017,Administração - Bacharelado,555.69,AC/A0,Matriculado
2017,Administração - Bacharelado,555.38,AC/A0,Matriculado
2017,Administração - Bacharelado,553.49,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,552.96,AC/A0,Matriculado
2017,Administração - Bacharelado,550.66,AC/A0,Matriculado
2017,Administração - Bacharelado,550.38,AC/A0,Matriculado
2017,Administração - Bacharelado,545.6,AC/A0,Matriculado
2017,Administração - Bacharelado,541.38,AC/A0,Matriculado
2017,Administração - Bacharelado,541.35,AC/A0,Matriculado
2017,Administração - Bacharelado,539.6,AC/A0,Matriculado
2017,Administração - Bacharelado,534.72,AC/A0,Renunciante por não comparecimento (não efetuou a matrícula)
2017,Administração - Bacharelado,533.3,AC/A0,Matriculado
2017,Administração - Bacharelado,528.33,AC/A0,Matriculado
2017,Administração - Bacharelado,527.02,AC/A0,Matriculado
2017,Administração - Bacharelado,526.55,AC/A0,Matriculado
2017,Administração - Bacharelado,525.18,AC/A0,Matriculado
2017,Administração - Bacharelado,523.98,AC/A0,Matriculado
2017,Administração - Bacharelado,521.28,AC/A0,Matriculado
2017,Administração - Bacharelado,520.63,AC/A0,Matriculado
2017,Administração - Bacharelado,519.35,AC/A0,Matriculado
2017,Administração - Bacharelado,519.2,-,Aguardando vaga
2017,Administração - Bacharelado,517.93,L1/LB_EP,Renunciante por não homologado (não passou no processo de avaliação)
2017,Administração - Bacharelado,517.87,-,Aguardando vaga
2017,Administração - Bacharelado,516.5,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,515.8,-,Aguardando vaga
2017,Administração - Bacharelado,514.8,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,514.33,-,Aguardando vaga
2017,Administração - Bacharelado,513.22,-,Aguardando vaga
2017,Administração - Bacharelado,510.11,-,Aguardando vaga
2017,Administração - Bacharelado,503.69,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,503.3,-,Aguardando vaga
2017,Administração - Bacharelado,501.71,-,Aguardando vaga
2017,Administração - Bacharelado,501.29,L2/LB_PPI,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,499.96,-,Aguardando vaga
2017,Administração - Bacharelado,499.7,-,Aguardando vaga
2017,Administração - Bacharelado,498.4,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,497.16,-,Aguardando vaga
2017,Administração - Bacharelado,496.3,-,Aguardando vaga
2017,Administração - Bacharelado,492.58,L1/LB_EP,Renunciante por não homologado (não passou no processo de avaliação)
2017,Administração - Bacharelado,492.48,-,Aguardando vaga
2017,Administração - Bacharelado,491.26,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,488.57,-,Aguardando vaga
2017,Administração - Bacharelado,487.69,L1/LB_EP,Renunciante por não homologado (não passou no processo de avaliação)
2017,Administração - Bacharelado,486.15,-,Aguardando vaga
2017,Administração - Bacharelado,484.83,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,484.64,-,Aguardando vaga
2017,Administração - Bacharelado,483.42,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,479.59,-,Aguardando vaga
2017,Administração - Bacharelado,478.89,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,478.78,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,477.22,-,Aguardando vaga
2017,Administração - Bacharelado,477.1,-,Aguardando vaga
2017,Administração - Bacharelado,476.39,-,Aguardando vaga
2017,Administração - Bacharelado,476.25,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,476.17,-,Aguardando vaga
2017,Administração - Bacharelado,475.55,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,468.38,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,467.38,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,464.33,-,Aguardando vaga
2017,Administração - Bacharelado,461.24,-,Aguardando vaga
2017,Administração - Bacharelado,457.64,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,457.57,L3/L5/LI_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,456.93,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,456.01,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,454.73,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,451.87,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,450.2,-,Aguardando vaga
2017,Administração - Bacharelado,448.73,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,447.55,-,Aguardando vaga
2017,Administração - Bacharelado,446.97,L3/L5/LI_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,446.63,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,445.09,-,Aguardando vaga
2017,Administração - Bacharelado,444.59,L4/L6/LI_PPI,Renunciante por não homologado (não passou no processo de avaliação)
2017,Administração - Bacharelado,444.58,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,443.12,-,Aguardando vaga
2017,Administração - Bacharelado,442.37,-,Aguardando vaga
2017,Administração - Bacharelado,441.95,-,Aguardando vaga
2017,Administração - Bacharelado,441.66,-,Aguardando vaga
2017,Administração - Bacharelado,441.08,-,Aguardando vaga
2017,Administração - Bacharelado,439.42,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,439.24,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,438.26,L3/L5/LI_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Administração - Bacharelado,438.17,-,Aguardando vaga
2017,Administração - Bacharelado,437.27,-,Aguardando vaga
2017,Administração - Bacharelado,436.87,-,Aguardando vaga
2017,Administração - Bacharelado,434.62,L2/LB_PPI,Matriculado
2017,Administração - Bacharelado,433.69,-,Aguardando vaga
2017,Administração - Bacharelado,428.94,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,428.53,L3/L5/LI_EP,Matriculado
2017,Administração - Bacharelado,424.88,L1/LB_EP,Matriculado
2017,Administração - Bacharelado,424.19,L4/L6/LI_PPI,Matriculado
2017,Administração - Bacharelado,423.3,-,Aguardando vaga
2017,Administração - Bacharelado,422.91,-,Aguardando vaga
2017,Administração - Bacharelado,415.81,-,Aguardando vaga
2017,Administração - Bacharelado,409.03,-,Aguardando vaga
2017,Administração - Bacharelado,399.34,L2/LB_PPI,Renunciante por não homologado (não passou no processo de avaliação)
2017,Agronomia - Bacharelado,634.08,AC/A0,Matriculado
2017,Agronomia - Bacharelado,619.2,AC/A0,Matriculado
2017,Agronomia - Bacharelado,618.46,AC/A0,Matriculado
2017,Agronomia - Bacharelado,616.18,AC/A0,Matriculado
2017,Agronomia - Bacharelado,613.42,AC/A0,Matriculado
2017,Agronomia - Bacharelado,612.15,AC/A0,Matriculado
2017,Agronomia - Bacharelado,611.83,AC/A0,Matriculado
2017,Agronomia - Bacharelado,601.67,AC/A0,Matriculado
2017,Agronomia - Bacharelado,582.98,AC/A0,Matriculado
2017,Agronomia - Bacharelado,580.0,AC/A0,Matriculado
2017,Agronomia - Bacharelado,576.85,AC/A0,Matriculado
2017,Agronomia - Bacharelado,575.61,AC/A0,Renunciante por não comparecimento (não efetuou a matrícula)
2017,Agronomia - Bacharelado,572.51,AC/A0,Matriculado
2017,Agronomia - Bacharelado,568.38,AC/A0,Matriculado
2017,Agronomia - Bacharelado,564.26,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2017,Agronomia - Bacharelado,562.52,AC/A0,Renunciante por não comparecimento (não efetuou a matrícula)
2017,Agronomia - Bacharelado,561.84,AC/A0,Matriculado
2017,Agronomia - Bacharelado,560.09,AC/A0,Matriculado
2017,Agronomia - Bacharelado,559.4,AC/A0,Matriculado
2017,Agronomia - Bacharelado,556.0,AC/A0,Matriculado
2017,Agronomia - Bacharelado,555.93,AC/A0,Matriculado
2017,Agronomia - Bacharelado,544.6,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2017,Agronomia - Bacharelado,541.89,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2017,Agronomia - Bacharelado,541.71,AC/A0,Renunciante por não comparecimento (não efetuou a matrícula)
2017,Agronomia - Bacharelado,535.6,AC/A0,Matriculado
2017,Agronomia - Bacharelado,535.47,AC/A0,Matriculado
2017,Agronomia - Bacharelado,535.04,AC/A0,Matriculado
2017,Agronomia - Bacharelado,533.78,AC/A0,Matriculado
2017,Agronomia - Bacharelado,530.93,AC/A0,Matriculado
2017,Agronomia - Bacharelado,530.71,AC/A0,Matriculado
2017,Agronomia - Bacharelado,528.58,L1/LB_EP,Matriculado
2017,Agronomia - Bacharelado,527.53,AC/A0,Matriculado
2017,Agronomia - Bacharelado,527.23,AC/A0,Matriculado
2017,Agronomia - Bacharelado,526.62,L3/L5/LI_EP,Renunciante por não comparecimento (não efetuou a matrícula)
2017,Agronomia - Bacharelado,524.44,AC/A0,Matriculado
2017,Agronomia - Bacharelado,519.93,L3/L5/LI_EP,Matriculado
2017,Agronomia - Bacharelado,519.57,L3/L5/LI_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Agronomia - Bacharelado,519.44,L3/L5/LI_EP,Matriculado
2017,Agronomia - Bacharelado,516.71,AC/A0,Matriculado
2017,Agronomia - Bacharelado,516.21,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2017,Agronomia - Bacharelado,514.77,AC/A0,Matriculado
2017,Agronomia - Bacharelado,514.7,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2017,Agronomia - Bacharelado,513.71,AC/A0,Renunciante por não comparecimento (não entregou documentação)
2017,Agronomia - Bacharelado,512.07,L3/L5/LI_EP,Matriculado
2017,Agronomia - Bacharelado,511.02,L3/L5/LI_EP,Renunciante por não homologado (não passou no processo de avaliação)
2017,Agronomia - Bacharelado,509.31,AC/A0,Matriculado
2017,Agronomia - Bacharelado,508.79,L3/L5/LI_EP,Matriculado
2017,Agronomia - Bacharelado,507.54,-,Aguardando vaga
2017,Agronomia - Bacharelado,507.4,L1/LB_EP,Matriculado
2017,Agronomia - Bacharelado,507.15,L1/LB_EP,Matriculado
2017,Agronomia - Bacharelado,506.52,-,Aguardando vaga
2017,Agronomia - Bacharelado,505.64,-,Aguardando vaga
2017,Agronomia - Bacharelado,504.8,-,Aguardando vaga
2017,Agronomia - Bacharelado,504.74,L3/L5/LI_EP,Matriculado
2017,Agronomia - Bacharelado,504.17,L2/LB_PPI,Renunciante por não comparecimento (não entregou documentação)
2017,Agronomia - Bacharelado,503.42,-,Aguardando vaga
2017,Agronomia - Bacharelado,503.34,L1/LB_EP,Renunciante por não homologado (não passou no processo de avaliação)
2017,Agronomia - Bacharelado,503.27,-,Aguardando vaga
2017,Agronomia - Bacharelado,501.53,L3/L5/LI_EP,Matriculado
2017,Agronomia - Bacharelado,501.42,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Agronomia - Bacharelado,501.18,L3/L5/LI_EP,Renunciante por não comparecimento (não efetuou a matrícula)
2017,Agronomia - Bacharelado,497.48,L3/L5/LI_EP,Matriculado
2017,Agronomia - Bacharelado,496.53,-,Aguardando vaga
2017,Agronomia - Bacharelado,495.81,-,Aguardando vaga
2017,Agronomia - Bacharelado,495.53,L3/L5/LI_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Agronomia - Bacharelado,493.48,-,Aguardando vaga
2017,Agronomia - Bacharelado,493.35,-,Aguardando vaga
2017,Agronomia - Bacharelado,493.16,-,Aguardando vaga
2017,Agronomia - Bacharelado,492.91,-,Aguardando vaga
2017,Agronomia - Bacharelado,490.46,-,Aguardando vaga
2017,Agronomia - Bacharelado,490.31,L2/LB_PPI,Renunciante por não homologado (não passou no processo de avaliação)
2017,Agronomia - Bacharelado,489.44,L3/L5/LI_EP,Matriculado
2017,Agronomia - Bacharelado,489.38,L3/L5/LI_EP,Renunciante por não homologado (não passou no processo de avaliação)
2017,Agronomia - Bacharelado,489.25,L3/L5/LI_EP,Matriculado
2017,Agronomia - Bacharelado,488.12,L3/L5/LI_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Agronomia - Bacharelado,487.01,L3/L5/LI_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Agronomia - Bacharelado,486.48,L3/L5/LI_EP,Matriculado
2017,Agronomia - Bacharelado,486.26,-,Aguardando vaga
2017,Agronomia - Bacharelado,485.91,L3/L5/LI_EP,Matriculado
2017,Agronomia - Bacharelado,483.83,L3/L5/LI_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Agronomia - Bacharelado,483.06,L3/L5/LI_EP,Matriculado
2017,Agronomia - Bacharelado,482.83,-,Aguardando vaga
2017,Agronomia - Bacharelado,480.51,-,Aguardando vaga
2017,Agronomia - Bacharelado,480.29,-,Aguardando vaga
2017,Agronomia - Bacharelado,480.26,L4/L6/LI_PPI,Matriculado
2017,Agronomia - Bacharelado,479.39,-,Aguardando vaga
2017,Agronomia - Bacharelado,478.72,-,Aguardando vaga
2017,Agronomia - Bacharelado,478.38,L1/LB_EP,Renunciante por não homologado (não passou no processo de avaliação)
2017,Agronomia - Bacharelado,476.86,L4/L6/LI_PPI,Matriculado
2017,Agronomia - Bacharelado,476.62,-,Aguardando vaga
2017,Agronomia - Bacharelado,474.65,-,Aguardando vaga
2017,Agronomia - Bacharelado,474.48,-,Aguardando vaga
2017,Agronomia - Bacharelado,474.08,-,Aguardando vaga
2017,Agronomia - Bacharelado,472.42,-,Aguardando vaga
2017,Agronomia - Bacharelado,470.38,-,Aguardando vaga
2017,Agronomia - Bacharelado,470.1,-,Aguardando vaga
2017,Agronomia - Bacharelado,468.31,-,Aguardando vaga
2017,Agronomia - Bacharelado,468.02,-,Aguardando vaga
2017,Agronomia - Bacharelado,467.83,-,Aguardando vaga
2017,Agronomia - Bacharelado,467.67,-,Aguardando vaga
2017,Agronomia - Bacharelado,466.66,L2/LB_PPI,Matriculado
2017,Agronomia - Bacharelado,466.26,-,Aguardando vaga
2017,Agronomia - Bacharelado,463.82,-,Aguardando vaga
2017,Agronomia - Bacharelado,463.48,-,Aguardando vaga
2017,Agronomia - Bacharelado,462.98,-,Aguardando vaga
2017,Agronomia - Bacharelado,462.83,-,Aguardando vaga
2017,Agronomia - Bacharelado,462.44,-,Aguardando vaga
2017,Agronomia - Bacharelado,461.21,-,Aguardando vaga
2017,Agronomia - Bacharelado,459.64,-,Aguardando vaga
2017,Agronomia - Bacharelado,458.43,-,Aguardando vaga
2017,Agronomia - Bacharelado,457.76,L1/LB_EP,Lotado em vaga
2017,Agronomia - Bacharelado,457.55,-,Aguardando vaga
2017,Agronomia - Bacharelado,457.43,L1/LB_EP,Matriculado
2017,Agronomia - Bacharelado,457.04,-,Aguardando vaga
2017,Agronomia - Bacharelado,456.89,L4/L6/LI_PPI,Matriculado
2017,Agronomia - Bacharelado,456.82,-,Aguardando vaga
2017,Agronomia - Bacharelado,456.46,-,Aguardando vaga
2017,Agronomia - Bacharelado,455.63,L1/LB_EP,Renunciante por não comparecimento (não entregou documentação)
2017,Agronomia - Bacharelado,453.87,L1/LB_EP,Matriculado
2017,Agronomia - Bacharelado,453.79,-,Aguardando vaga
2017,Agronomia - Bacharelado,453.45,-,Aguardando vaga
2017,Agronomia - Bacharelado,453.41,L1/LB_EP,Lotado em vaga
2017,Agronomia - Bacharelado,453.33,-,Aguardando vaga
2017,Agronomia - Bacharelado,453.06,-,Aguardando vaga
2017,Agronomia - Bacharelado,451.5,-,Aguardando vaga
