ano,disciplina,acertos,escore
2020,LEM_ALEMÃO,15,582.6
2020,PORT_RED,1,243.24
2020,PORT_RED,2,265.87
2020,PORT_RED,3,288.51
2020,PORT_RED,4,311.15
2020,PORT_RED,5,333.79
2020,PORT_RED,6,356.43
2020,PORT_RED,7,379.07
2020,PORT_RED,8,401.71
2020,PORT_RED,9,424.35
2020,PORT_RED,10,446.98
2020,PORT_RED,11,469.62
2020,PORT_RED,12,492.26
2020,PORT_RED,13,514.9
2020,PORT_RED,14,537.54
2020,PORT_RED,15,560.18
2020,BIO,1,319.18
2020,BIO,2,345.14
2020,BIO,3,371.11
2020,BIO,4,397.07
2020,BIO,5,423.04
2020,BIO,6,449.01
2020,BIO,7,474.97
2020,BIO,8,500.94
2020,BIO,9,526.9
2020,BIO,10,552.87
2020,BIO,11,578.84
2020,BIO,12,604.8
2020,BIO,13,630.77
2020,BIO,14,656.73
2020,BIO,15,682.7
2020,QUI,1,299.36
2020,QUI,2,323.89
2020,QUI,3,348.41
2020,QUI,4,372.94
2020,QUI,5,397.46
2020,QUI,6,421.98
2020,QUI,7,446.51
2020,QUI,8,471.03
2020,QUI,9,495.55
2020,QUI,10,520.08
2020,QUI,11,544.6
2020,QUI,12,569.12
2020,QUI,13,593.65
2020,QUI,14,618.17
2020,QUI,15,642.7
2020,GEO,1,229.67
2020,GEO,2,256.77
2020,GEO,3,283.88
2020,GEO,4,310.98
2020,GEO,5,338.08
2020,GEO,6,365.18
2020,GEO,7,392.29
2020,GEO,8,419.39
2020,GEO,9,446.49
2020,GEO,10,473.59
2020,GEO,11,500.7
2020,GEO,12,527.8
2020,GEO,13,554.9
2020,GEO,14,582.0
2020,GEO,15,609.11
2020,HIS,1,221.02
2020,HIS,2,244.06
2020,HIS,3,267.1
2020,HIS,4,290.13
2020,HIS,5,313.17
2020,HIS,6,336.21
2020,HIS,7,359.25
2020,HIS,8,382.29
2020,HIS,9,405.33
2020,HIS,10,428.37
2020,HIS,11,451.41
2020,HIS,12,474.45
2020,HIS,13,497.48
2020,HIS,14,520.52
2020,HIS,15,543.56
2020,MAT,1,329.41
2020,MAT,2,348.12
2020,MAT,3,366.84
2020,MAT,4,385.55
2020,MAT,5,404.26
2020,MAT,6,422.97
2020,MAT,7,441.68
2020,MAT,8,460.39
2020,MAT,9,479.11
2020,MAT,10,497.82
2020,MAT,11,516.53
2020,MAT,12,535.24
2020,MAT,13,553.95
2020,MAT,14,572.67
2020,MAT,15,591.38
2022,PORT_RED,1,259.22
2022,PORT_RED,2,296.15
2022,PORT_RED,3,333.07
2022,PORT_RED,4,370.0
2022,PORT_RED,5,406.92
2022,PORT_RED,6,443.85
2022,PORT_RED,7,480.77
2022,PORT_RED,8,517.7
2022,PORT_RED,9,554.62
2022,PORT_RED,10,591.55
2022,PORT_RED,11,628.47
2022,PORT_RED,12,665.4
2022,PORT_RED,13,702.32
2022,PORT_RED,14,739.25
2022,PORT_RED,15,776.17
2022,LIT,1,325.59
2022,LIT,2,357.93
2022,LIT,3,390.27
2022,LIT,4,422.6
2022,LIT,5,454.94
2022,LIT,6,487.28
2022,LIT,7,519.62
2022,LIT,8,551.96
2022,LIT,9,584.3
2022,LIT,10,616.63
2022,LIT,11,648.97
2022,LIT,12,681.31
2022,LIT,13,713.65
2022,LIT,14,745.99
2022,LIT,15,778.33
2022,HIS,1,285.32
2022,HIS,2,317.42
2022,HIS,3,349.51
2022,HIS,4,381.61
2022,HIS,5,413.7
2022,HIS,6,445.8
2022,HIS,7,477.89
2022,HIS,8,509.99
2022,HIS,9,542.08
2022,HIS,10,574.18
2022,HIS,11,606.27
2022,HIS,12,638.37
2022,HIS,13,670.47
2022,HIS,14,702.56
2022,HIS,15,734.66
2022,MAT,1,339.6
2022,MAT,2,377.21
2022,MAT,3,414.81
2022,MAT,4,452.41
2022,MAT,5,490.01
2022,MAT,6,527.62
2022,MAT,7,565.22
2022,MAT,8,602.82
2022,MAT,9,640.42
2022,MAT,10,678.03
2022,MAT,11,715.63
2022,MAT,12,753.23
2022,MAT,13,790.83
2022,MAT,14,828.43
2022,MAT,15,866.04
2022,LEM_INGLÊS,1,311.04
2022,LEM_INGLÊS,2,346.99
2022,LEM_INGLÊS,3,382.94
2022,LEM_INGLÊS,4,418.9
2022,LEM_INGLÊS,5,454.85
2022,LEM_INGLÊS,6,490.8
2022,LEM_INGLÊS,7,526.75
2022,LEM_INGLÊS,8,562.7
2022,LEM_INGLÊS,9,598.66
2022,LEM_INGLÊS,10,634.61
2022,LEM_INGLÊS,11,670.56
2022,LEM_INGLÊS,12,706.51
2022,LEM_INGLÊS,13,742.46
2022,LEM_INGLÊS,14,778.41
2022,LEM_INGLÊS,15,814.37
2022,LEM_ESPANHOL,1,259.72
2022,LEM_ESPANHOL,2,303.79
2022,LEM_ESPANHOL,3,347.86
2022,LEM_ESPANHOL,4,391.93
2022,LEM_ESPANHOL,5,436.0
2022,LEM_ESPANHOL,6,480.07
2022,LEM_ESPANHOL,7,524.14
2022,LEM_ESPANHOL,8,568.21
2022,LEM_ESPANHOL,9,612.28
2022,LEM_ESPANHOL,10,656.35
2022,LEM_ESPANHOL,11,700.42
2022,LEM_ESPANHOL,12,744.49
2022,LEM_ESPANHOL,13,788.56
2022,LEM_ESPANHOL,14,832.63
2022,LEM_ESPANHOL,15,876.7
2022,LEM_ITALIANO,1,134.77
2022,LEM_ITALIANO,2,177.42
2022,LEM_ITALIANO,3,220.08
2022,LEM_ITALIANO,4,262.73
2022,LEM_ITALIANO,5,305.39
2022,LEM_ITALIANO,6,348.04
2022,LEM_ITALIANO,7,390.7
2022,LEM_ITALIANO,8,433.35
2022,LEM_ITALIANO,9,476.01
2022,LEM_ITALIANO,10,518.66
2022,LEM_ITALIANO,11,561.32
2022,LEM_ITALIANO,12,603.97
2022,LEM_ITALIANO,13,646.63
2022,LEM_ITALIANO,14,689.28
2022,LEM_ITALIANO,15,731.94
2022,LEM_FRANCÊS,1,299.05
2022,LEM_FRANCÊS,2,327.38
2022,LEM_FRANCÊS,3,355.7
2022,LEM_FRANCÊS,4,384.02
2022,LEM_FRANCÊS,5,412.34
2022,LEM_FRANCÊS,6,440.66
2022,LEM_FRANCÊS,7,468.98
2022,LEM_FRANCÊS,8,497.3
2022,LEM_FRANCÊS,9,525.63
2022,LEM_FRANCÊS,10,553.95
2022,LEM_FRANCÊS,11,582.27
2022,LEM_FRANCÊS,12,610.59
2022,LEM_FRANCÊS,13,638.91
2022,LEM_FRANCÊS,14,667.23
2022,LEM_FRANCÊS,15,695.55
2022,LEM_ALEMÃO,1,232.4
2022,LEM_ALEMÃO,2,262.27
2022,LEM_ALEMÃO,3,292.14
2022,LEM_ALEMÃO,4,322.01
2022,LEM_ALEMÃO,5,351.88
2022,LEM_ALEMÃO,6,381.76
2022,LEM_ALEMÃO,7,411.63
2022,LEM_ALEMÃO,8,441.5
2022,LEM_ALEMÃO,9,471.37
2022,LEM_ALEMÃO,10,501.25
2022,LEM_ALEMÃO,11,531.12
2022,LEM_ALEMÃO,12,560.99
2022,LEM_ALEMÃO,13,590.86
2022,LEM_ALEMÃO,14,620.73
2022,LEM_ALEMÃO,15,650.61
2022,FIS,1,312.95
2022,FIS,2,358.2
2022,FIS,3,403.45
2022,FIS,4,448.7
2022,FIS,5,493.95
2022,FIS,6,539.2
2022,FIS,7,584.45
2022,FIS,8,629.7
2022,FIS,9,674.95
2022,FIS,10,720.2
2022,FIS,11,765.46
2022,FIS,12,810.71
2022,FIS,13,855.96
2022,FIS,14,901.21
2022,FIS,15,946.46
2022,QUI,1,344.8
2022,QUI,2,385.74
2022,QUI,3,426.68
2022,QUI,4,467.62
2022,QUI,5,508.56
2022,QUI,6,549.49
2022,QUI,7,590.43
2022,QUI,8,631.37
2022,QUI,9,672.31
2022,QUI,10,713.25
2022,QUI,11,754.19
2022,QUI,12,795.12
2022,QUI,13,836.06
2022,QUI,14,877.0
2022,QUI,15,917.94
2022,GEO,1,247.98
2022,GEO,2,291.34
2022,GEO,3,334.7
2022,GEO,4,378.06
2022,GEO,5,421.41
2022,GEO,6,464.77
2022,GEO,7,508.13
2022,GEO,8,551.49
2022,GEO,9,594.84
2022,GEO,10,638.2
2022,GEO,11,681.56
2022,GEO,12,724.92
2022,GEO,13,768.28
2022,GEO,14,811.63
2022,GEO,15,854.99
2022,BIO,1,320.71
2022,BIO,2,372.28
2022,BIO,3,423.85
2022,BIO,4,475.42
2022,BIO,5,526.99
2022,BIO,6,578.56
2022,BIO,7,630.13
2022,BIO,8,681.7
2022,BIO,9,733.27
2022,BIO,10,784.84
2022,BIO,11,836.41
2022,BIO,12,887.98
2022,BIO,13,939.55
2022,BIO,14,991.12
2022,BIO,15,1042.69
2023,PORT_RED,1,229.15
2023,PORT_RED,2,267.28
2023,PORT_RED,3,305.41
2023,PORT_RED,4,343.53
2023,PORT_RED,5,381.66
2023,PORT_RED,6,419.79
2023,PORT_RED,7,457.92
2023,PORT_RED,8,496.04
2023,PORT_RED,9,534.17
2023,PORT_RED,10,572.3
2023,PORT_RED,11,610.42
2023,PORT_RED,12,648.55
2023,PORT_RED,13,686.68
2023,PORT_RED,14,724.81
2023,PORT_RED,15,762.93
2023,LIT,1,231.52
2023,LIT,2,265.81
2023,LIT,3,300.1
2023,LIT,4,334.39
2023,LIT,5,368.68
2023,LIT,6,402.97
2023,LIT,7,437.26
2023,LIT,8,471.56
2023,LIT,9,505.85
2023,LIT,10,540.14
2023,LIT,11,574.43
2023,LIT,12,608.72
2023,LIT,13,643.01
2023,LIT,14,677.3
2023,LIT,15,711.59
2023,HIS,1,254.35
2023,HIS,2,288.33
2023,HIS,3,322.31
2023,HIS,4,356.3
2023,HIS,5,390.28
2023,HIS,6,424.26
2023,HIS,7,458.25
2023,HIS,8,492.23
2023,HIS,9,526.21
2023,HIS,10,560.2
2023,HIS,11,594.18
2023,HIS,12,628.17
2023,HIS,13,662.15
2023,HIS,14,696.13
2023,HIS,15,730.12
2023,MAT,1,339.75
2023,MAT,2,369.04
2023,MAT,3,398.34
2023,MAT,4,427.63
2023,MAT,5,456.93
2023,MAT,6,486.23
2023,MAT,7,515.52
2023,MAT,8,544.82
2023,MAT,9,574.11
2023,MAT,10,603.41
2023,MAT,11,632.7
2023,MAT,12,662.0
2023,MAT,13,691.29
2023,MAT,14,720.59
2023,MAT,15,749.88
2023,LEM_INGLÊS,1,301.27
2023,LEM_INGLÊS,2,338.23
2023,LEM_INGLÊS,3,375.19
2023,LEM_INGLÊS,4,412.16
2023,LEM_INGLÊS,5,449.12
2023,LEM_INGLÊS,6,486.08
2023,LEM_INGLÊS,7,523.04
2023,LEM_INGLÊS,8,560.0
2023,LEM_INGLÊS,9,596.97
2023,LEM_INGLÊS,10,633.93
2023,LEM_INGLÊS,11,670.89
2023,LEM_INGLÊS,12,707.85
2023,LEM_INGLÊS,13,744.81
2023,LEM_INGLÊS,14,781.77
2023,LEM_INGLÊS,15,818.74
2023,LEM_ESPANHOL,1,294.42
2023,LEM_ESPANHOL,2,331.66
2023,LEM_ESPANHOL,3,368.89
2023,LEM_ESPANHOL,4,406.13
2023,LEM_ESPANHOL,5,443.36
2023,LEM_ESPANHOL,6,480.59
2023,LEM_ESPANHOL,7,517.83
2023,LEM_ESPANHOL,8,555.06
2023,LEM_ESPANHOL,9,592.3
2023,LEM_ESPANHOL,10,629.53
2023,LEM_ESPANHOL,11,666.76
2023,LEM_ESPANHOL,12,704.0
2023,LEM_ESPANHOL,13,741.23
2023,LEM_ESPANHOL,14,778.47
2023,LEM_ESPANHOL,15,815.7
2023,LEM_ITALIANO,1,303.63
2023,LEM_ITALIANO,2,332.27
2023,LEM_ITALIANO,3,360.91
2023,LEM_ITALIANO,4,389.54
2023,LEM_ITALIANO,5,418.18
2023,LEM_ITALIANO,6,446.82
2023,LEM_ITALIANO,7,475.46
2023,LEM_ITALIANO,8,504.09
2023,LEM_ITALIANO,9,532.73
2023,LEM_ITALIANO,10,561.37
2023,LEM_ITALIANO,11,590.0
2023,LEM_ITALIANO,12,618.64
2023,LEM_ITALIANO,13,647.28
2023,LEM_ITALIANO,14,675.91
2023,LEM_ITALIANO,15,704.55
2023,LEM_FRANCÊS,1,303.5
2023,LEM_FRANCÊS,2,337.54
2023,LEM_FRANCÊS,3,371.58
2023,LEM_FRANCÊS,4,405.62
2023,LEM_FRANCÊS,5,439.66
2023,LEM_FRANCÊS,6,473.7
2023,LEM_FRANCÊS,7,507.74
2023,LEM_FRANCÊS,8,541.78
2023,LEM_FRANCÊS,9,575.82
2023,LEM_FRANCÊS,10,609.86
2023,LEM_FRANCÊS,11,643.9
2023,LEM_FRANCÊS,12,677.94
2023,LEM_FRANCÊS,13,711.98
2023,LEM_FRANCÊS,14,746.02
2023,LEM_FRANCÊS,15,780.06
2023,LEM_ALEMÃO,1,318.66
2023,LEM_ALEMÃO,2,342.97
2023,LEM_ALEMÃO,3,367.29
2023,LEM_ALEMÃO,4,391.6
2023,LEM_ALEMÃO,5,415.91
2023,LEM_ALEMÃO,6,440.23
2023,LEM_ALEMÃO,7,464.54
2023,LEM_ALEMÃO,8,488.86
2023,LEM_ALEMÃO,9,513.17
2023,LEM_ALEMÃO,10,537.49
2023,LEM_ALEMÃO,11,561.8
2023,LEM_ALEMÃO,12,586.11
2023,LEM_ALEMÃO,13,610.43
2023,LEM_ALEMÃO,14,634.74
2023,LEM_ALEMÃO,15,659.06
2023,FIS,1,310.56
2023,FIS,2,358.35
2023,FIS,3,406.14
2023,FIS,4,453.93
2023,FIS,5,501.73
2023,FIS,6,549.52
2023,FIS,7,597.31
2023,FIS,8,645.1
2023,FIS,9,692.89
2023,FIS,10,740.69
2023,FIS,11,788.48
2023,FIS,12,836.27
2023,FIS,13,884.06
2023,FIS,14,931.85
2023,FIS,15,979.65
2023,QUI,1,356.5
2023,QUI,2,387.47
2023,QUI,3,418.45
2023,QUI,4,449.42
2023,QUI,5,480.4
2023,QUI,6,511.37
2023,QUI,7,542.35
2023,QUI,8,573.32
2023,QUI,9,604.3
2023,QUI,10,635.27
2023,QUI,11,666.25
2023,QUI,12,697.22
2023,QUI,13,728.2
2023,QUI,14,759.17
2023,QUI,15,790.15
2023,GEO,1,264.48
2023,GEO,2,307.09
2023,GEO,3,349.7
2023,GEO,4,392.3
2023,GEO,5,434.91
2023,GEO,6,477.52
2023,GEO,7,520.13
2023,GEO,8,562.74
2023,GEO,9,605.35
2023,GEO,10,647.96
2023,GEO,11,690.57
2023,GEO,12,733.18
2023,GEO,13,775.79
2023,GEO,14,818.4
2023,GEO,15,861.01
2023,BIO,1,318.26
2023,BIO,2,353.47
2023,BIO,3,388.67
2023,BIO,4,423.88
2023,BIO,5,459.08
2023,BIO,6,494.29
2023,BIO,7,529.49
2023,BIO,8,564.7
2023,BIO,9,599.9
2023,BIO,10,635.11
2023,BIO,11,670.32
2023,BIO,12,705.52
2023,BIO,13,740.73
2023,BIO,14,775.93
2023,BIO,15,811.14
2024,PORT_RED,1,207.87
2024,PORT_RED,2,245.58
2024,PORT_RED,3,283.29
2024,PORT_RED,4,321.01
2024,PORT_RED,5,358.72
2024,PORT_RED,6,396.43
2024,PORT_RED,7,434.15
2024,PORT_RED,8,471.86
2024,PORT_RED,9,509.57
2024,PORT_RED,10,547.28
2024,PORT_RED,11,585.0
2024,PORT_RED,12,622.71
2024,PORT_RED,13,660.42
2024,PORT_RED,14,698.14
2024,PORT_RED,15,735.85
2024,LIT,1,252.75
2024,LIT,2,285.44
2024,LIT,3,318.12
2024,LIT,4,350.81
2024,LIT,5,383.49
2024,LIT,6,416.18
2024,LIT,7,448.87
2024,LIT,8,481.55
2024,LIT,9,514.24
2024,LIT,10,546.92
2024,LIT,11,579.61
2024,LIT,12,612.3
2024,LIT,13,644.98
2024,LIT,14,677.67
2024,LIT,15,710.35
2024,HIS,1,249.2
2024,HIS,2,287.18
2024,HIS,3,325.16
2024,HIS,4,363.14
2024,HIS,5,401.12
2024,HIS,6,439.1
2024,HIS,7,477.08
2024,HIS,8,515.06
2024,HIS,9,553.03
2024,HIS,10,591.01
2024,HIS,11,628.99
2024,HIS,12,666.97
2024,HIS,13,704.95
2024,HIS,14,742.93
2024,HIS,15,780.91
2024,MAT,1,328.63
2024,MAT,2,367.63
2024,MAT,3,406.64
2024,MAT,4,445.64
2024,MAT,5,484.65
2024,MAT,6,523.66
2024,MAT,7,562.66
2024,MAT,8,601.67
2024,MAT,9,640.68
2024,MAT,10,679.68
2024,MAT,11,718.69
2024,MAT,12,757.69
2024,MAT,13,796.7
2024,MAT,14,835.71
2024,MAT,15,874.71
2024,LEM_INGLÊS,1,325.62
2024,LEM_INGLÊS,2,361.82
2024,LEM_INGLÊS,3,398.02
2024,LEM_INGLÊS,4,434.22
2024,LEM_INGLÊS,5,470.42
2024,LEM_INGLÊS,6,506.61
2024,LEM_INGLÊS,7,542.81
2024,LEM_INGLÊS,8,579.01
2024,LEM_INGLÊS,9,615.21
2024,LEM_INGLÊS,10,651.4
2024,LEM_INGLÊS,11,687.6
2024,LEM_INGLÊS,12,723.8
2024,LEM_INGLÊS,13,760.0
2024,LEM_INGLÊS,14,796.2
2024,LEM_INGLÊS,15,832.39
2024,LEM_ESPANHOL,1,280.58
2024,LEM_ESPANHOL,2,328.68
2024,LEM_ESPANHOL,3,376.78
2024,LEM_ESPANHOL,4,424.88
2024,LEM_ESPANHOL,5,472.97
2024,LEM_ESPANHOL,6,521.07
2024,LEM_ESPANHOL,7,569.17
2024,LEM_ESPANHOL,8,617.27
2024,LEM_ESPANHOL,9,665.36
2024,LEM_ESPANHOL,10,713.46
2024,LEM_ESPANHOL,11,761.56
2024,LEM_ESPANHOL,12,809.66
2024,LEM_ESPANHOL,13,857.76
2024,LEM_ESPANHOL,14,905.85
2024,LEM_ESPANHOL,15,953.95
2024,LEM_ITALIANO,1,274.2
2024,LEM_ITALIANO,2,305.73
2024,LEM_ITALIANO,3,337.27
2024,LEM_ITALIANO,4,368.81
2024,LEM_ITALIANO,5,400.34
2024,LEM_ITALIANO,6,431.88
2024,LEM_ITALIANO,7,463.42
2024,LEM_ITALIANO,8,494.95
2024,LEM_ITALIANO,9,526.49
2024,LEM_ITALIANO,10,558.03
2024,LEM_ITALIANO,11,589.56
2024,LEM_ITALIANO,12,621.1
2024,LEM_ITALIANO,13,652.64
2024,LEM_ITALIANO,14,684.17
2024,LEM_ITALIANO,15,715.71
2024,LEM_FRANCÊS,1,370.98
2024,LEM_FRANCÊS,2,394.02
2024,LEM_FRANCÊS,3,417.06
2024,LEM_FRANCÊS,4,440.1
2024,LEM_FRANCÊS,5,463.14
2024,LEM_FRANCÊS,6,486.18
2024,LEM_FRANCÊS,7,509.22
2024,LEM_FRANCÊS,8,532.25
2024,LEM_FRANCÊS,9,555.29
2024,LEM_FRANCÊS,10,578.33
2024,LEM_FRANCÊS,11,601.37
2024,LEM_FRANCÊS,12,624.41
2024,LEM_FRANCÊS,13,647.45
2024,LEM_FRANCÊS,14,670.49
2024,LEM_FRANCÊS,15,693.53
2024,LEM_ALEMÃO,1,299.24
2024,LEM_ALEMÃO,2,326.1
2024,LEM_ALEMÃO,3,352.95
2024,LEM_ALEMÃO,4,379.8
2024,LEM_ALEMÃO,5,406.65
2024,LEM_ALEMÃO,6,433.51
2024,LEM_ALEMÃO,7,460.36
2024,LEM_ALEMÃO,8,487.21
2024,LEM_ALEMÃO,9,514.07
2024,LEM_ALEMÃO,10,540.92
2024,LEM_ALEMÃO,11,567.77
2024,LEM_ALEMÃO,12,594.62
2024,LEM_ALEMÃO,13,621.48
2024,LEM_ALEMÃO,14,648.33
2024,LEM_ALEMÃO,15,675.18
2024,FIS,1,357.05
2024,FIS,2,398.63
2024,FIS,3,440.2
2024,FIS,4,481.77
2024,FIS,5,523.35
2024,FIS,6,564.92
2024,FIS,7,606.49
2024,FIS,8,648.07
2024,FIS,9,689.64
2024,FIS,10,731.21
2024,FIS,11,772.79
2024,FIS,12,814.36
2024,FIS,13,855.93
2024,FIS,14,897.51
2024,FIS,15,939.08
2024,QUI,1,313.08
2024,QUI,2,355.55
2024,QUI,3,398.02
2024,QUI,4,440.49
2024,QUI,5,482.96
2024,QUI,6,525.43
2024,QUI,7,567.9
2024,QUI,8,610.37
2024,QUI,9,652.84
2024,QUI,10,695.31
2024,QUI,11,737.78
2024,QUI,12,780.25
2024,QUI,13,822.72
2024,QUI,14,865.19
2024,QUI,15,907.66
2024,GEO,1,265.69
2024,GEO,2,303.78
2024,GEO,3,341.87
2024,GEO,4,379.96
2024,GEO,5,418.06
2024,GEO,6,456.15
2024,GEO,7,494.24
2024,GEO,8,532.33
2024,GEO,9,570.43
2024,GEO,10,608.52
2024,GEO,11,646.61
2024,GEO,12,684.7
2024,GEO,13,722.79
2024,GEO,14,760.89
2024,GEO,15,798.98
2024,BIO,1,304.0
2024,BIO,2,344.6
2024,BIO,3,385.21
2024,BIO,4,425.81
2024,BIO,5,466.41
2024,BIO,6,507.01
2024,BIO,7,547.61
2024,BIO,8,588.21
2024,BIO,9,628.81
2024,BIO,10,669.41
2024,BIO,11,710.01
2024,BIO,12,750.61
2024,BIO,13,791.21
2024,BIO,14,831.81
2024,BIO,15,872.42
2025,PORT_RED,1,245.02
2025,PORT_RED,2,281.08
2025,PORT_RED,3,317.14
2025,PORT_RED,4,353.19
2025,PORT_RED,5,389.25
2025,PORT_RED,6,425.31
2025,PORT_RED,7,461.37
2025,PORT_RED,8,497.43
2025,PORT_RED,9,533.49
2025,PORT_RED,10,569.55
2025,PORT_RED,11,605.61
2025,PORT_RED,12,641.67
2025,PORT_RED,13,677.73
2025,PORT_RED,14,713.79
2025,PORT_RED,15,749.85
2025,LIT,1,227.05
2025,LIT,2,265.73
2025,LIT,3,304.41
2025,LIT,4,343.08
2025,LIT,5,381.76
2025,LIT,6,420.44
2025,LIT,7,459.12
2025,LIT,8,497.8
2025,LIT,9,536.48
2025,LIT,10,575.16
2025,LIT,11,613.84
2025,LIT,12,652.51
2025,LIT,13,691.19
2025,LIT,14,729.87
2025,LIT,15,768.55
2025,HIS,1,228.92
2025,HIS,2,268.66
2025,HIS,3,308.41
2025,HIS,4,348.16
2025,HIS,5,387.9
2025,HIS,6,427.65
2025,HIS,7,467.39
2025,HIS,8,507.14
2025,HIS,9,546.88
2025,HIS,10,586.63
2025,HIS,11,626.38
2025,HIS,12,666.12
2025,HIS,13,705.87
2025,HIS,14,745.61
2025,HIS,15,785.36
2025,GEO,1,260.05
2025,GEO,2,298.03
2025,GEO,3,336.01
2025,GEO,4,373.98
2025,GEO,5,411.96
2025,GEO,6,449.94
2025,GEO,7,487.91
2025,GEO,8,525.89
2025,GEO,9,563.87
2025,GEO,10,601.84
2025,GEO,11,639.82
2025,GEO,12,677.8
2025,GEO,13,715.77
2025,GEO,14,753.75
2025,GEO,15,791.72
2025,MAT,1,353.1
2025,MAT,2,383.2
2025,MAT,3,413.3
2025,MAT,4,443.4
2025,MAT,5,473.5
2025,MAT,6,503.61
2025,MAT,7,533.71
2025,MAT,8,563.81
2025,MAT,9,593.91
2025,MAT,10,624.01
2025,MAT,11,654.11
2025,MAT,12,684.21
2025,MAT,13,714.32
2025,MAT,14,744.42
2025,MAT,15,774.52
2025,LEM_INGLÊS,1,301.0
2025,LEM_INGLÊS,2,334.18
2025,LEM_INGLÊS,3,367.35
2025,LEM_INGLÊS,4,400.53
2025,LEM_INGLÊS,5,433.7
2025,LEM_INGLÊS,6,466.88
2025,LEM_INGLÊS,7,500.05
2025,LEM_INGLÊS,8,533.23
2025,LEM_INGLÊS,9,566.4
2025,LEM_INGLÊS,10,599.58
2025,LEM_INGLÊS,11,632.75
2025,LEM_INGLÊS,12,665.93
2025,LEM_INGLÊS,13,699.1
2025,LEM_INGLÊS,14,732.28
2025,LEM_INGLÊS,15,765.45
2025,LEM_ESPANHOL,1,296.48
2025,LEM_ESPANHOL,2,336.03
2025,LEM_ESPANHOL,3,375.58
2025,LEM_ESPANHOL,4,415.12
2025,LEM_ESPANHOL,5,454.67
2025,LEM_ESPANHOL,6,494.21
2025,LEM_ESPANHOL,7,533.76
2025,LEM_ESPANHOL,8,573.31
2025,LEM_ESPANHOL,9,612.85
2025,LEM_ESPANHOL,10,652.4
2025,LEM_ESPANHOL,11,691.94
2025,LEM_ESPANHOL,12,731.49
2025,LEM_ESPANHOL,13,771.04
2025,LEM_ESPANHOL,14,810.58
2025,LEM_ESPANHOL,15,850.13
2025,LEM_ITALIANO,1,276.63
2025,LEM_ITALIANO,2,307.75
2025,LEM_ITALIANO,3,338.88
2025,LEM_ITALIANO,4,370.0
2025,LEM_ITALIANO,5,401.13
2025,LEM_ITALIANO,6,432.26
2025,LEM_ITALIANO,7,463.38
2025,LEM_ITALIANO,8,494.51
2025,LEM_ITALIANO,9,525.63
2025,LEM_ITALIANO,10,556.76
2025,LEM_ITALIANO,11,587.88
2025,LEM_ITALIANO,12,619.01
2025,LEM_ITALIANO,13,650.13
2025,LEM_ITALIANO,14,681.26
2025,LEM_ITALIANO,15,712.38
2025,LEM_FRANCÊS,1,273.86
2025,LEM_FRANCÊS,2,299.27
2025,LEM_FRANCÊS,3,324.68
2025,LEM_FRANCÊS,4,350.09
2025,LEM_FRANCÊS,5,375.5
2025,LEM_FRANCÊS,6,400.91
2025,LEM_FRANCÊS,7,426.32
2025,LEM_FRANCÊS,8,451.72
2025,LEM_FRANCÊS,9,477.13
2025,LEM_FRANCÊS,10,502.54
2025,LEM_FRANCÊS,11,527.95
2025,LEM_FRANCÊS,12,553.36
2025,LEM_FRANCÊS,13,578.77
2025,LEM_FRANCÊS,14,604.17
2025,LEM_FRANCÊS,15,629.58
2025,LEM_ALEMÃO,1,317.93
2025,LEM_ALEMÃO,2,351.15
2025,LEM_ALEMÃO,3,384.36
2025,LEM_ALEMÃO,4,417.58
2025,LEM_ALEMÃO,5,450.79
2025,LEM_ALEMÃO,6,484.01
2025,LEM_ALEMÃO,7,517.22
2025,LEM_ALEMÃO,8,550.44
2025,LEM_ALEMÃO,9,583.65
2025,LEM_ALEMÃO,10,616.87
2025,LEM_ALEMÃO,11,650.08
2025,LEM_ALEMÃO,12,683.3
2025,LEM_ALEMÃO,13,716.51
2025,LEM_ALEMÃO,14,749.73
2025,LEM_ALEMÃO,15,782.94
2025,FIS,1,342.07
2025,FIS,2,387.43
2025,FIS,3,432.78
2025,FIS,4,478.14
2025,FIS,5,523.5
2025,FIS,6,568.86
2025,FIS,7,614.22
2025,FIS,8,659.57
2025,FIS,9,704.93
2025,FIS,10,750.29
2025,FIS,11,795.65
2025,FIS,12,841.0
2025,FIS,13,886.36
2025,FIS,14,931.72
2025,FIS,15,977.08
2025,QUI,1,337.96
2025,QUI,2,378.54
2025,QUI,3,419.11
2025,QUI,4,459.69
2025,QUI,5,500.26
2025,QUI,6,540.83
2025,QUI,7,581.41
2025,QUI,8,621.98
2025,QUI,9,662.56
2025,QUI,10,703.13
2025,QUI,11,743.71
2025,QUI,12,784.28
2025,QUI,13,824.86
2025,QUI,14,865.43
2025,QUI,15,906.01
2025,BIO,1,340.12
2025,BIO,2,376.8
2025,BIO,3,413.48
2025,BIO,4,450.16
2025,BIO,5,486.84
2025,BIO,6,523.51
2025,BIO,7,560.19
2025,BIO,8,596.87
2025,BIO,9,633.55
2025,BIO,10,670.23
2025,BIO,11,706.91
2025,BIO,12,743.58
2025,BIO,13,780.26
2025,BIO,14,816.94
2025,BIO,15,853.62
